Year	Mo	Da	Ho	Lat	Lon	H	Mw	MwUnc	McModel2
1814	4	28	0	47.27	11.39	0	4.63	0.46	0
1814	11	25	0	41.131	14.778	0	4.40	0.46	0
1814	12	1	6	41.131	14.778	0	4.63	0.46	0
1815	1	11	23	42.865	11.683	0	4.86	0.46	0
1815	2	26	0	45.722	11.433	0	3.70	0.46	0
1815	8	12	0	43.933	10.915	0	4.63	0.46	0
1815	9	3	23	42.832	13.015	0	5.58	0.22	1
1817	1	14	0	37.508	13.083	0	3.93	0.46	0
1817	3	11	21	46	6.742	0	5.40	0.14	1
1817	4	17	0	40.576	15.763	0	3.97	0.54	0
1817	10	19	2	38.185	15.555	0	4.40	0.46	0
1817	11	12	3	46.217	6.15	0	4.03	0.34	0
1818	2	20	18	37.603	15.14	0	6.28	0.10	1
1818	2	23	18	43.92	8.034	0	5.32	0.22	1
1818	3	1	2	37.204	14.756	0	5.57	0.44	1
1818	9	8	9	37.813	14.082	0	5.34	0.26	1
1818	12	9	18	44.696	10.296	0	5.24	0.38	1
1819	1	8	22	43.865	7.932	0	4.86	0.46	0
1819	2	24	23	37.939	14.042	0	5.37	0.37	1
1819	5	2	14	46	14.02	0	4.86	0.46	0
1819	5	26	16	42.252	11.757	0	5.10	0.46	1
1819	7	26	0	37.502	15.087	0	3.93	0.46	0
1820	0	0	0	37.266	14.691	0	4.40	0.46	0
1820	7	17	6	47.35	11.71	0	5.10	0.46	1
1821	3	22	0	42.402	12.86	0	5.10	0.46	1
1821	8	2	0	38.939	16.456	0	5.10	0.46	1
1821	9	13	0	38.939	16.456	0	4.63	0.46	0
1821	11	22	1	41.975	15.214	0	5.59	0.36	1
1822	3	16	0	42.117	14.708	0	5.33	0.46	1
1822	4	6	0	37.747	14.398	0	4.34	0.44	0
1822	7	14	0	39.282	16.903	0	4.63	0.46	0
1822	8	12	2	46.05	14.5	0	4.63	0.46	0
1823	3	5	16	38.185	14.344	0	5.81	0.13	1
1823	3	27	0	37.931	12.329	0	4.86	0.46	0
1824	2	4	21	44.92	9.126	0	4.49	0.47	0
1824	8	12	7	43.867	12.01	0	4.63	0.46	0
1824	12	11	0	39.54	16.588	0	5.33	0.46	1
1825	4	11	19	39.977	15.882	0	3.93	0.46	0
1825	10	27	10	41.592	14.228	0	4.40	0.46	0
1826	2	1	16	40.52	15.726	0	5.74	0.31	1
1826	6	24	12	45.606	10.522	0	4.62	0.22	0
1826	10	0	0	44.06	11.842	0	4.40	0.46	0
1826	10	26	18	40.502	17.433	0	5.22	0.38	1
1826	11	11	4	45.185	9.155	0	4.16	0.46	0
1827	2	26	0	46.29	8.06	0	3.20	1.00	0
1827	4	2	0	46.703	10.11	0	5.00	0.29	1
1827	4	11	0	40.892	12.965	0	3.70	0.46	0
1827	11	21	2	46.583	7.9	0	4.30	1.00	0
1828	2	2	9	40.745	13.899	0	4.01	0.50	0
1828	3	12	0	38.526	15.996	0	5.10	0.46	1
1828	4	8	0	44.115	12.004	0	4.63	0.46	0
1828	4	11	22	43.326	12.41	0	4.93	0.28	0
1828	5	18	0	37.797	12.447	0	5.10	0.46	1
1828	10	8	22	44.174	12.09	0	4.57	0.63	0
1828	10	9	2	44.821	9.047	0	5.72	0.10	1
1829	6	1	9	41.754	12.68	0	4.87	0.32	0
1829	7	3	13	41.864	15.353	0	3.93	0.46	0
1829	9	6	19	45.135	10.023	0	4.40	0.46	0
1830	1	26	4	44.213	11.074	0	4.53	0.34	0
1830	7	13	15	38.108	15.647	0	4.40	0.46	0
1830	8	11	12	46.49	14.27	0	4.63	0.46	0
1830	12	29	11	42.216	14.017	0	4.40	0.46	0
1831	1	2	14	40.082	15.786	0	5.53	0.34	1
1831	1	28	0	38.224	15.24	0	4.40	0.46	0
1831	5	26	10	43.855	7.849	0	5.56	0.26	1
1831	5	28	12	43.859	7.922	0	4.73	0.35	0
1831	7	14	15	44.749	10.48	0	4.60	0.37	0
1831	9	0	0	40.927	15.177	0	4.63	0.46	0
1831	9	11	18	44.753	10.544	0	5.48	0.26	1
1831	11	23	4	41.484	14.469	0	4.40	0.46	0
1831	11	25	1	43.819	7.774	0	4.16	0.46	0
1831	12	15	0	37.508	13.083	0	4.16	0.46	0
1832	1	13	13	42.98	12.605	0	6.43	0.10	1
1832	2	21	0	40.856	14.093	0	2.99	0.50	0
1832	3	8	18	39.079	16.919	0	6.65	0.10	1
1832	3	11	6	44.778	10.832	0	4.51	0.33	0
1832	3	13	3	44.765	10.494	0	5.51	0.12	1
1832	4	12	0	38.77	16.292	0	4.16	0.46	0
1832	10	31	0	37.76	14.845	0	3.47	0.33	0
1832	10	31	0	42.955	12.704	0	4.40	0.46	0
1832	11	14	11	42.955	13.108	0	4.76	0.58	0
1832	11	21	21	42.951	13.12	0	4.78	0.49	0
1832	11	24	0	37.614	15.026	0	3.75	0.34	0
1832	12	4	19	43.005	13.07	0	5.35	0.44	1
1833	1	11	0	45.98	14.57	0	4.16	0.46	0
1833	11	20	0	46.37	14.3	0	4.16	0.46	0
1834	2	2	8	45.77	14.23	0	4.16	0.46	0
1834	2	14	13	44.432	9.859	0	5.96	0.11	1
1834	7	4	0	44.531	9.948	0	5.08	0.29	1
1834	10	4	19	44.479	11.32	0	4.71	0.35	0
1835	2	6	18	43.962	11.416	0	4.63	0.46	0
1835	4	18	17	46.683	7.833	0	3.90	1.00	0
1835	4	20	3	44.488	9.767	0	4.16	0.46	0
1835	4	25	2	44.454	9.686	0	4.77	0.48	0
1835	5	23	8	44.33	7.551	0	4.86	0.46	0
1835	10	12	22	39.33	16.293	0	5.89	0.28	1
1835	10	31	7	46.88	13.51	0	4.40	0.46	0
1835	12	23	0	41.491	13.814	0	4.16	0.46	0
1836	4	25	0	39.567	16.737	0	6.18	0.18	1
1836	5	4	0	38.108	15.647	0	4.86	0.46	0
1836	5	22	7	39.574	16.635	0	4.40	0.46	0
1836	6	12	2	45.803	11.825	0	5.53	0.25	1
1836	6	19	3	39.574	16.635	0	4.16	0.46	0
1836	6	29	1	46.07	14.65	0	4.63	0.46	0
1836	7	27	7	39.574	16.635	0	4.40	0.46	0
1836	11	20	7	40.142	15.776	0	5.86	0.22	1
1837	1	24	1	46.32	7.97	0	5.40	0.50	1
1837	4	11	17	44.175	10.182	0	5.94	0.14	1
1837	5	14	5	41.505	13.808	0	4.69	0.65	0
1837	6	21	10	46.5	14.84	0	4.63	0.46	0
1838	1	5	14	42.765	12.788	0	5.10	0.58	1
1838	2	14	7	42.84	12.909	0	5.48	0.36	1
1838	3	5	0	42.058	14.851	0	3.93	0.46	0
1838	6	23	0	43.806	13.008	0	4.63	0.46	0
1838	8	5	17	42.877	12.884	0	5.19	0.40	1
1838	8	10	19	45.2	14.5	0	5.10	0.46	1
1839	3	26	15	45.236	6.305	0	4.64	0.12	0
1839	8	9	8	45.539	10.22	0	4.16	0.46	1
1839	8	11	20	45.892	6.096	0	5.10	0.67	1
1839	8	27	0	38.147	15.601	0	4.16	0.46	0
1840	4	24	2	38.108	15.647	0	4.16	0.46	0
1840	8	27	12	46.207	14.707	0	5.28	0.14	1
1840	8	30	5	46.226	14.612	0	3.70	0.46	0
1841	1	3	22	38.108	15.647	0	4.86	0.46	0
1841	2	21	0	41.627	15.637	0	5.17	0.24	1
1841	3	6	12	40.749	13.899	0	3.25	0.50	0
1841	3	20	0	38.468	14.958	0	4.16	0.46	0
1841	4	14	4	43.546	12.651	0	4.40	0.46	0
1841	6	10	0	42.082	14.08	0	4.96	0.48	0
1841	8	15	2	38.147	15.601	0	4.16	0.46	0
1841	10	6	3	46.417	13	0	4.63	0.46	1
1841	10	15	22	45.167	11.11	0	4.27	0.39	1
1841	10	18	13	42.244	13.933	0	4.16	0.46	0
1842	1	23	0	43.229	13.177	0	4.41	0.37	0
1842	3	30	0	46.25	7.01	0	2.40	1.00	0
1842	11	18	1	37.607	15.022	0	3.47	0.33	0
1843	10	25	3	44.003	11.261	0	5.03	0.24	1
1843	11	18	0	42.517	12.521	0	4.86	0.46	0
1843	12	7	0	38.035	13.451	0	4.40	0.46	0
1844	3	10	17	44.18	12.142	0	4.40	0.46	1
1844	7	17	0	41.839	12.891	0	4.86	0.46	0
1845	1	20	5	44.781	8.999	0	3.70	0.46	0
1845	8	10	0	40.667	16.611	0	4.51	0.34	0
1845	9	14	22	43.843	10.505	0	4.73	0.43	0
1845	12	21	20	46	14.419	0	4.16	0.46	0
1845	12	22	1	46.08	14.52	0	4.63	0.46	0
1846	4	22	19	37.538	14.923	0	4.94	0.46	0
1846	8	8	0	40.523	16.13	0	5.18	0.24	1
1846	8	14	12	43.47	10.562	0	6.04	0.10	1
1846	9	11	0	39.574	16.635	0	4.16	0.46	0
1848	1	11	12	37.428	15.25	0	5.51	0.26	1
1848	5	12	0	43.322	11.331	0	5.05	0.57	1
1848	6	9	23	42.351	13.399	0	4.16	0.46	0
1848	7	5	23	40.797	13.431	0	4.63	0.46	0
1848	10	7	3	38.108	15.647	0	4.16	0.46	0
1848	12	0	0	42.351	13.399	0	4.63	0.46	0
1849	1	6	2	44.096	11.414	0	4.40	0.46	0
1849	6	18	6	44.229	7.561	0	4.16	0.46	0
1849	6	23	0	44.175	7.566	0	4.16	0.46	0
1849	10	1	0	45.528	6.233	0	4.74	0.26	0
1849	11	28	18	44.453	9.792	0	4.63	0.46	0
1850	1	1	11	37.617	14.922	0	4.31	0.37	0
1850	7	10	2	46.368	13.957	0	4.64	0.48	0
1850	9	1	9	46.803	11.951	0	4.63	0.46	0
1850	9	18	6	44.57	11.134	0	4.16	0.46	1
1850	11	2	2	41.826	15.776	0	4.16	0.46	0
1850	11	11	9	42.282	13.592	0	4.63	0.46	0
1850	12	30	5	42.048	13.514	0	4.86	0.46	0
1851	2	5	9	46.157	9.768	0	4.72	0.27	0
1851	2	15	17	38.905	16.594	0	4.16	0.46	0
1851	4	11	6	38.147	15.601	0	4.16	0.46	0
1851	8	3	0	45.941	10.559	0	4.92	0.42	1
1851	8	14	13	40.96	15.669	0	6.52	0.11	1
1851	8	14	14	40.994	15.653	0	5.48	0.27	1
1851	8	24	0	46.25	7.45	0	4.90	0.50	0
1852	1	17	0	38.108	15.647	0	4.63	0.46	0
1852	4	2	9	40.994	15.653	0	4.13	0.38	0
1852	5	13	21	38.108	15.647	0	4.16	0.46	0
1852	7	29	12	46.477	9.782	0	4.40	0.50	0
1852	7	28	0	46.5	10	0	3.20	1.00	0
1852	12	9	21	41.703	15.482	0	4.31	0.34	0
1853	2	19	10	46.374	13.096	0	5.10	0.46	1
1853	4	9	12	40.818	15.215	0	5.60	0.16	1
1853	5	17	15	43.318	11.332	0	3.93	0.46	0
1853	6	9	0	41.228	15.181	0	4.16	0.46	0
1853	8	2	0	43.35	10.867	0	4.72	0.38	0
1853	9	22	0	42.736	12.737	0	4.63	0.46	0
1853	12	20	15	42.517	12.521	0	4.86	0.46	0
1854	1	17	9	42.736	12.613	0	4.71	0.38	0
1854	2	12	5	43.055	12.543	0	5.57	0.28	1
1854	2	12	17	39.256	16.295	0	6.34	0.10	1
1854	6	16	13	44.353	11.714	0	4.57	0.32	1
1854	12	4	1	43.318	11.332	0	3.70	0.46	0
1854	12	29	1	43.433	7.584	0	5.72	0.14	1
1855	1	26	0	37.724	15.147	0	4.03	0.36	0
1855	1	28	19	39.303	16.252	0	4.40	0.46	0
1855	2	13	10	45.458	6.517	0	4.31	0.18	0
1855	3	18	6	46.61	13.85	0	4.63	0.46	0
1855	6	29	3	41.808	12.681	0	4.27	0.38	0
1855	7	25	11	46.23	7.85	0	6.20	0.50	1
1855	7	26	9	46.23	7.88	0	5.50	0.50	1
1855	7	26	13	46.23	7.82	0	5.30	0.50	1
1855	7	27	10	46.28	7.88	0	4.70	1.00	0
1855	7	28	10	46.25	7.82	0	5.10	0.50	1
1855	8	24	0	46.25	7.88	0	5.00	0.50	1
1855	8	26	9	46.25	7.92	0	4.30	1.00	0
1855	9	17	8	39.303	16.252	0	3.93	0.46	0
1855	9	20	7	39.303	16.252	0	3.70	0.46	0
1855	10	28	1	46.25	7.92	0	4.60	0.50	0
1855	11	6	3	46.23	7.92	0	5.00	0.50	1
1856	5	12	1	41.168	16.511	0	4.40	0.46	0
1856	6	5	0	43.67	12.041	0	4.40	0.46	0
1856	8	6	13	46.2	7.8	0	4.30	0.50	0
1856	9	27	5	46.05	14.5	0	4.40	0.46	0
1856	11	9	22	45.87	14.5	0	5.10	0.46	1
1856	11	10	7	45.87	14.5	0	4.40	0.46	0
1856	11	27	5	46.01	14.5	0	4.40	0.46	0
1857	2	1	0	44.749	10.48	0	5.11	0.21	1
1857	3	7	0	46.749	14.3	0	5.21	0.34	1
1857	3	10	3	45.726	12.188	0	4.04	0.53	0
1857	8	27	0	46.78	10.25	0	4.70	0.50	0
1857	10	19	12	45.57	14.25	0	4.16	0.46	0
1857	11	4	7	46.25	7.88	0	4.30	1.00	0
1857	12	16	21	40.352	15.842	0	7.12	0.10	1
1857	12	25	1	46.59	14.02	0	5.10	0.46	1
1857	12	26	5	40.297	15.991	0	5.33	0.46	1
1858	2	5	3	46.28	7.88	0	4.10	1.00	0
1858	3	7	14	40.108	15.612	0	5.39	0.30	1
1858	3	7	19	40.111	15.674	0	3.70	0.46	0
1858	3	8	4	40.111	15.674	0	4.40	0.46	0
1858	5	24	9	41.092	16.192	0	4.35	0.31	0
1858	8	30	14	44.323	7.341	0	4.45	0.49	0
1858	10	25	1	44.888	7.307	0	4.63	0.46	0
1859	1	20	7	45.893	12.103	0	4.80	0.23	1
1859	1	30	0	43.182	11.529	0	4.40	0.46	0
1859	2	4	0	40.65	15.512	0	4.16	0.46	0
1859	4	12	3	43.326	11.306	0	4.46	0.32	0
1859	4	12	13	43.331	11.349	0	4.83	0.53	0
1859	4	28	6	47.39	11.77	0	4.63	0.46	0
1859	8	22	0	42.825	13.097	0	5.73	0.29	1
1859	9	29	8	46.139	12.218	0	4.16	0.46	1
1860	7	17	13	44.743	10.793	0	3.93	0.46	0
1860	7	19	0	45.889	12.146	0	4.92	0.36	1
1861	1	28	5	43.946	11.909	0	4.63	0.46	0
1861	3	10	0	43.304	12.566	0	4.79	0.65	0
1861	3	16	0	44.377	9.592	0	4.63	0.46	0
1861	5	9	1	43.003	11.999	0	5.02	0.33	1
1861	5	19	0	45.736	11.92	0	4.63	0.46	1
1861	10	16	0	44.233	12.121	0	5.13	0.37	1
1861	11	19	0	40.638	15.802	0	4.40	0.46	0
1861	12	9	0	40.786	14.367	0	3.25	0.50	0
1861	12	12	6	41.831	12.641	0	4.16	0.46	0
1862	1	25	0	46.49	14.27	0	4.63	0.46	0
1862	5	4	21	46.25	7.867	0	3.50	1.00	0
1862	5	27	1	46.735	12.384	0	4.78	0.15	0
1863	1	19	6	41.489	13.822	0	4.86	0.46	0
1863	1	30	11	40.746	13.909	0	2.87	0.50	0
1864	3	15	0	44.337	11.059	0	4.84	0.58	0
1864	4	5	19	41.63	15.917	0	3.70	0.46	0
1864	12	11	17	44.042	11.282	0	5.11	0.51	1
1864	12	28	12	41.835	15.567	0	4.63	0.46	0
1865	1	21	0	47.49	12.07	0	4.63	0.46	0
1865	3	27	1	45.422	6.517	0	4.34	0.32	0
1865	7	19	1	37.702	15.153	0	4.87	0.40	0
1865	8	18	9	37.613	15.166	0	2.91	0.30	0
1865	8	19	12	37.641	15.165	0	4.31	0.37	0
1865	9	21	20	43.285	12.314	0	5.10	0.46	1
1866	2	2	1	46.05	14.5	0	4.40	0.46	0
1866	2	15	0	42.82	12.777	0	4.40	0.46	0
1866	4	14	0	47.15	10.02	0	4.63	0.46	0
1866	8	11	23	45.737	10.797	0	4.96	0.39	1
1866	9	22	14	44.853	7.691	0	4.38	0.26	0
1867	2	12	12	46.05	14.5	0	4.16	0.46	0
1867	8	15	23	40.746	13.909	0	2.99	0.50	0
1867	10	3	2	37.928	14.361	0	4.16	0.46	0
1867	11	1	16	43.318	11.332	0	4.16	0.46	0
1868	2	20	19	45.741	10.802	0	4.76	0.52	1
1868	5	22	21	45.888	10.869	0	4.40	0.44	1
1868	6	17	1	42.87	11.538	0	4.40	0.46	0
1869	2	7	4	43.336	11.333	0	4.40	0.46	0
1869	2	7	0	43.342	11.35	0	4.81	0.57	0
1869	3	31	13	41.709	15.683	0	4.40	0.46	0
1869	6	25	13	44.314	11.116	0	5.43	0.32	1
1869	9	26	20	43.453	11.105	0	4.98	0.58	0
1869	10	13	3	46.35	14.17	0	5.10	0.46	1
1869	11	28	0	38.754	16.124	0	4.60	0.28	0
1869	11	29	17	45.736	7.317	0	3.93	0.46	0
1869	12	13	2	44.629	10.779	0	4.57	0.39	1
1870	2	8	0	43.555	13.473	0	5.15	0.43	1
1870	2	28	11	45.338	14.381	0	4.56	0.32	0
1870	3	1	20	45.456	14.334	0	5.62	0.18	1
1870	3	1	21	45.41	15	0	4.16	0.46	0
1870	3	2	2	46.1	14.9	0	5.10	0.46	1
1870	5	10	16	45.4	14.4	0	5.10	0.46	1
1870	10	4	16	39.22	16.331	0	6.24	0.13	1
1870	10	30	18	44.133	12.062	0	5.61	0.23	1
1871	1	22	21	44.218	12.075	0	4.95	0.41	1
1871	6	29	20	39.222	16.243	0	4.16	0.46	0
1871	7	29	20	43.301	10.619	0	5.15	0.35	1
1871	8	1	22	41.928	15.621	0	4.16	0.46	0
1871	8	14	2	42.173	14.341	0	3.70	0.46	0
1871	10	22	13	43.421	11.349	0	4.63	0.46	1
1872	5	14	17	46.093	13.431	0	4.40	0.46	1
1872	5	17	23	46.03	14.5	0	4.16	0.46	0
1872	8	8	5	47.27	11.39	0	4.63	0.46	1
1872	10	8	13	39.412	16.309	0	4.72	0.52	0
1872	11	27	7	46.69	10.11	0	3.20	1.00	0
1872	12	12	18	41.412	13.751	0	3.70	0.46	0
1873	3	12	20	43.089	13.244	0	5.85	0.10	1
1873	4	19	15	45	14.9	0	5.10	0.46	1
1873	5	16	19	44.612	10.701	0	5.01	0.45	1
1873	6	29	3	46.159	12.383	0	6.29	0.10	1
1873	7	12	6	41.686	13.778	0	5.38	0.16	1
1873	8	3	21	45.558	7.978	0	3.70	0.46	0
1873	9	11	9	39.303	16.252	0	4.63	0.46	0
1873	9	17	0	44.234	9.862	0	5.26	0.13	1
1873	11	6	8	46.139	12.218	0	3.93	0.46	0
1873	12	13	0	41.405	13.983	0	4.47	0.31	1
1874	2	3	6	43.366	13.621	0	4.40	0.46	1
1874	2	24	6	42.333	13.777	0	5.12	0.24	1
1874	10	7	0	44.168	11.589	0	4.96	0.13	1
1874	12	1	19	45.96	7.76	0	4.40	1.00	1
1874	12	6	15	41.655	13.827	0	5.48	0.22	1
1875	1	7	23	37.626	15.136	0	3.75	0.34	0
1875	1	10	8	44.025	11.783	0	4.16	0.46	0
1875	2	11	20	45.57	7.919	0	4.16	0.46	0
1875	2	14	4	45.487	7.867	0	3.93	0.46	0
1875	3	17	23	44.209	12.659	0	5.74	0.10	1
1875	10	14	9	45.466	6.55	0	4.16	0.46	0
1875	10	24	20	46.139	12.218	0	3.70	0.46	0
1875	12	6	0	41.689	15.677	0	5.86	0.12	1
1876	3	28	1	46.13	12.288	0	3.70	0.46	0
1876	4	29	10	45.749	10.785	0	5.07	0.22	1
1876	4	29	13	45.676	10.854	0	4.16	0.46	1
1876	4	29	23	45.725	10.818	0	4.40	0.46	1
1876	5	1	10	45.439	10.994	0	3.93	0.46	0
1876	5	2	0	45.756	10.787	0	4.86	0.46	1
1876	5	22	0	42.736	12.737	0	4.57	0.21	1
1876	5	29	10	45.73	10.785	0	4.86	0.46	1
1876	6	11	1	37.812	13.301	0	4.71	0.18	1
1876	9	12	23	38.018	15.852	0	4.16	0.46	0
1876	10	8	19	41.689	13.743	0	4.16	0.46	0
1876	10	22	8	46.506	13.306	0	3.70	0.46	0
1876	10	26	14	41.827	12.784	0	5.06	0.28	1
1877	5	23	18	46.339	13.077	0	3.70	0.46	0
1877	8	16	12	41.744	12.754	0	4.55	0.39	1
1877	8	24	2	41.71	13.351	0	5.21	0.17	1
1877	10	1	7	45.761	10.808	0	4.44	0.50	1
1877	10	8	5	45.883	6.162	0	5.05	0.10	1
1877	10	22	21	46.033	7.75	0	3.90	0.50	0
1877	12	23	5	42.288	12.116	0	4.72	0.30	1
1878	1	13	2	45.98	14.22	0	4.40	0.46	1
1878	1	22	7	44.673	7.334	0	3.93	0.46	0
1878	1	27	10	46.1	14.9	0	5.10	0.46	1
1878	2	13	19	42.718	13.013	0	4.22	0.42	0
1878	3	6	9	46.06	12.012	0	4.16	0.46	1
1878	3	12	21	44.424	11.543	0	4.84	0.24	1
1878	4	5	9	44.404	11.512	0	4.63	0.46	1
1878	4	14	18	46.78	10.32	0	3.90	0.50	0
1878	6	4	14	44.276	11.38	0	4.52	0.52	1
1878	6	7	22	44.442	7.359	0	4.86	0.19	1
1878	9	10	13	44.218	10.037	0	4.98	0.40	1
1878	9	15	7	42.851	12.673	0	5.46	0.22	1
1878	9	23	20	45	14.9	0	5.56	0.46	1
1878	10	4	0	37.266	14.691	0	4.29	0.48	0
1878	11	9	17	44.226	11.491	0	4.53	0.49	1
1879	1	11	9	46.49	14.59	0	4.63	0.46	1
1879	2	12	13	46.17	14.42	0	4.63	0.46	1
1879	2	14	0	45.715	10.127	0	4.62	0.39	1
1879	2	23	18	42.766	13.043	0	5.59	0.32	1
1879	4	27	4	44.168	11.587	0	5.03	0.32	1
1879	6	16	19	37.686	15.135	0	2.91	0.30	0
1879	6	17	6	37.678	15.143	0	4.59	0.38	1
1879	6	22	4	46.139	13.224	0	4.74	0.19	1
1879	7	26	7	37.722	15.173	0	3.19	0.31	0
1879	9	12	0	46.17	14.32	0	4.86	0.46	1
1879	12	30	12	46.095	6.633	0	5.20	0.14	1
1879	12	30	20	46.067	6.583	0	4.34	0.18	1
1880	6	18	20	37.691	15.13	0	2.63	0.29	0
1880	7	4	8	46.22	7.8	0	5.20	0.50	1
1880	7	4	19	46.28	7.88	0	4.40	0.50	1
1880	7	23	1	44.315	11.719	0	4.16	0.46	1
1880	7	24	5	40.797	13.431	0	4.63	0.46	1
1880	8	2	2	45.627	7.981	0	4.16	0.46	0
1880	11	14	7	47.39	11.26	0	4.63	0.46	1
1880	12	1	10	37.928	14.361	0	4.16	0.46	0
1881	1	24	16	44.401	11.349	0	5.22	0.19	1
1881	1	25	7	44.411	11.459	0	4.59	0.38	1
1881	2	4	1	45.75	14.08	0	4.86	0.46	1
1881	2	12	0	44.371	12.033	0	4.69	0.32	1
1881	2	12	2	37.71	15.168	0	3.75	0.34	0
1881	2	14	9	44.405	11.484	0	4.77	0.31	1
1881	3	2	0	45.554	8.021	0	4.16	0.46	0
1881	3	3	2	46.3	8	0	4.60	1.00	1
1881	3	4	12	40.747	13.895	0	4.14	0.50	0
1881	3	11	22	42.814	12.715	0	4.51	0.32	1
1881	4	23	4	39.36	16.041	0	4.16	0.46	0
1881	6	9	0	46.367	6.875	0	4.51	0.13	1
1881	6	18	2	46.398	13.019	0	3.93	0.46	0
1881	7	22	0	45.283	6.35	0	4.58	0.20	1
1881	7	22	2	45.444	6.1	0	5.39	0.10	1
1881	8	3	14	44.724	8.524	0	3.70	0.46	0
1881	8	5	0	45.525	5.679	0	5.03	0.15	1
1881	9	10	7	42.237	14.335	0	5.41	0.18	1
1881	9	28	0	44.142	12.189	0	4.71	0.23	1
1881	11	5	8	46.91	13.54	0	4.63	0.46	1
1881	11	25	17	46.3	6.97	0	4.60	0.50	1
1882	1	13	0	42.627	11.828	0	4.63	0.46	1
1882	1	23	0	47.44	10.64	0	4.63	0.46	1
1882	2	12	0	42.291	14.347	0	5.26	0.52	1
1882	2	15	5	44.66	9.085	0	4.77	0.32	1
1882	2	27	6	45.878	9.926	0	4.81	0.23	1
1882	3	10	0	38.026	15.417	0	3.70	0.46	0
1882	5	11	23	45.483	6.533	0	3.70	0.46	0
1882	5	26	4	42.727	12.875	0	4.45	0.26	1
1882	6	6	5	41.557	14.202	0	5.20	0.20	1
1882	7	17	5	46	14.25	0	4.16	0.46	0
1882	7	17	7	46	14.25	0	5.10	0.46	1
1882	8	16	0	42.982	13.941	0	5.15	0.36	1
1882	9	18	19	45.71	10.77	0	5.08	0.58	1
1883	3	7	21	44.604	7.401	0	4.17	0.25	0
1883	3	16	0	41.831	12.828	0	5.10	0.46	1
1883	3	22	0	37.653	15.065	0	4.59	0.38	1
1883	3	22	22	37.602	15.002	0	4.03	0.36	0
1883	3	26	21	37.614	15.026	0	3.47	0.33	0
1883	4	5	8	37.665	15.075	0	3.47	0.33	0
1883	4	28	0	41.5	13.801	0	4.16	0.46	0
1883	4	28	1	37.614	15.026	0	3.47	0.33	0
1883	4	28	15	37.598	15.05	0	2.91	0.30	0
1883	6	24	7	37.705	15.121	0	4.03	0.36	0
1883	7	25	9	39.052	16.452	0	4.47	0.45	0
1883	7	28	20	40.744	13.885	0	4.26	0.50	0
1883	9	2	7	41.807	12.765	0	4.67	0.41	1
1883	10	22	3	46.037	12.361	0	4.64	0.50	1
1883	11	7	3	42.671	13.255	0	5.10	0.46	1
1883	11	13	17	37.678	15.107	0	2.91	0.30	0
1884	1	10	0	42.665	13.953	0	4.63	0.39	1
1884	1	10	20	37.859	15.043	0	3.19	0.31	0
1884	2	6	23	41.72	12.671	0	4.63	0.46	1
1884	5	4	20	38.81	16.306	0	4.29	0.37	0
1884	8	7	2	41.764	12.685	0	4.38	0.26	1
1884	8	15	0	42.93	13.088	0	4.16	0.46	0
1884	9	12	7	45.547	9.77	0	4.70	0.26	1
1884	11	23	16	44.646	6.525	0	4.60	0.18	1
1884	11	27	22	44.934	6.623	0	5.17	0.17	1
1884	11	29	0	45.883	6.333	0	4.30	1.00	0
1884	12	27	21	46.504	13.583	0	3.70	0.46	0
1885	1	24	20	43.855	7.884	0	4.40	0.46	1
1885	2	26	20	45.209	10.169	0	5.01	0.13	1
1885	3	11	0	37.729	15.169	0	2.91	0.30	0
1885	3	23	19	41.489	13.822	0	4.16	0.46	0
1885	4	10	1	41.82	13.104	0	4.57	0.28	1
1885	4	13	10	46.57	7.38	0	4.90	0.50	1
1885	6	17	22	42.521	12.844	0	4.90	0.47	1
1885	7	1	7	44.26	7.465	0	3.93	0.46	0
1885	9	17	9	41.147	14.861	0	4.26	0.35	0
1885	9	25	7	37.614	15.026	0	3.75	0.34	0
1885	9	25	23	46.217	7.35	0	4.30	1.00	0
1885	10	2	2	37.614	15.026	0	3.47	0.33	0
1885	12	24	10	40.534	16.427	0	5.09	0.51	1
1885	12	26	2	41.545	14.586	0	4.66	0.28	0
1885	12	29	0	45.997	12.32	0	4.96	0.17	1
1886	1	17	7	41.713	12.68	0	4.63	0.46	1
1886	2	6	6	38.593	16.179	0	4.50	0.27	0
1886	3	6	0	39.338	16.191	0	5.57	0.33	1
1886	5	11	0	37.719	15.167	0	2.91	0.30	0
1886	6	5	11	37.697	15.152	0	3.75	0.34	0
1886	7	28	6	41.589	13.373	0	3.93	0.46	0
1886	9	5	0	45.036	7.306	0	5.22	0.14	1
1886	9	5	23	42.025	12.995	0	4.40	0.46	1
1886	9	29	17	46.61	10.05	0	4.20	0.50	0
1886	10	15	2	44.75	10.306	0	4.70	0.20	1
1886	11	28	22	47.32	10.84	0	5.33	0.46	1
1887	1	27	2	42.343	13.433	0	4.17	0.30	0
1887	2	23	5	43.891	7.992	0	6.27	0.10	1
1887	2	24	1	43.7	7.267	0	4.59	0.31	1
1887	3	3	2	44.458	7.093	0	4.16	0.46	0
1887	3	29	8	45.734	11.668	0	4.16	0.46	1
1887	4	14	2	45.822	11.86	0	4.82	0.44	1
1887	4	15	2	41.995	13.482	0	3.93	0.46	0
1887	5	20	4	45.827	9.359	0	3.97	0.29	0
1887	5	26	0	43.525	13.17	0	4.44	0.40	1
