Year	Mo	Da	Ho	Lat	Lon	H	Mw	MwUnc	McModel2
1936	7	31	5	41.783	14.108	0	4.21	0.52	1
1936	7	31	14	45.745	10.555	0	4.21	0.37	1
1936	10	8	8	38.169	15.002	0	4.61	0.29	1
1936	10	17	2	45.554	8.044	0	4.53	0.32	1
1936	10	18	3	46.089	12.38	0	6.06	0.08	1
1936	10	19	7	46.1	12.45	18	4.94	0.14	1
1936	12	9	7	43.145	13.223	0	4.76	0.25	1
1936	12	11	17	43.93	7.668	0	4.46	0.30	1
1937	1	5	20	46.457	13.307	0	4.76	0.46	1
1937	1	29	17	44.85	14.89	0	4.16	0.46	1
1937	2	18	8	46.139	12.218	0	4.40	0.46	1
1937	3	6	1	36.963	14.7	0	4.49	0.35	1
1937	6	7	22	46.346	10.548	0	4.57	0.14	1
1937	7	17	17	41.785	15.298	0	4.96	0.11	1
1937	9	17	12	44.764	10.338	0	4.77	0.28	1
1937	11	26	21	43.789	13.147	0	4.16	0.46	1
1937	12	10	18	44.334	10.834	0	5.30	0.12	1
1937	12	15	21	41.704	15.296	0	4.58	0.18	1
1937	12	17	3	44.67	6.586	0	4.41	0.19	1
1938	2	7	1	46	14.75	0	4.16	0.46	1
1938	2	15	2	44.661	6.577	0	4.45	0.19	1
1938	5	27	21	42.15	16.83	0	4.63	0.46	0
1938	7	7	7	46.049	12.717	0	4.97	0.16	1
1938	7	14	19	46.308	12.947	0	4.20	0.41	1
1938	7	18	0	44.612	6.582	0	5.07	0.08	1
1938	8	12	2	42.371	13.063	0	4.56	0.22	1
1938	9	23	0	46	7.4	0	4.00	0.50	1
1938	12	10	3	44.433	6.433	0	3.70	0.46	0
1938	12	23	17	45.349	7.326	0	4.22	0.31	1
1939	1	27	20	38.565	14.748	0	5.10	0.27	1
1939	2	11	11	44.002	11.431	0	5.01	0.13	1
1939	3	20	3	44.317	6.7	0	4.20	0.38	1
1939	4	25	18	46.351	13.146	0	4.57	0.47	1
1939	5	6	4	46.07	14.82	0	4.86	0.46	1
1939	7	10	16	45.961	12.576	0	4.75	0.15	1
1939	10	15	14	44.125	10.255	0	4.96	0.16	1
1939	10	31	6	44.114	10.073	0	4.85	0.16	1
1940	1	3	19	46.017	11.8	0	4.40	0.46	1
1940	1	7	20	46.7	9.6	0	3.90	0.50	1
1940	1	15	13	38.076	13.429	0	5.29	0.12	1
1940	1	31	11	43.36	11.389	0	4.23	0.18	1
1940	4	26	7	38.507	16.072	0	4.90	0.17	1
1940	4	29	2	44.789	6.567	0	3.70	0.46	0
1940	5	1	9	44.8	10.183	0	5.06	0.24	1
1940	6	19	14	42.85	11.716	0	4.64	0.17	1
1940	7	2	1	43.07	12.616	0	4.16	0.46	1
1940	10	10	16	43.708	12.297	0	4.40	0.46	1
1940	10	16	13	42.885	11.867	0	5.29	0.09	1
1941	1	17	20	45.98	14.33	0	4.16	0.46	1
1941	3	10	8	42.888	12.927	0	4.40	0.46	1
1941	3	16	16	38.3	12.2	0	5.91	0.16	0
1941	3	27	5	37.658	15.091	0	3.47	0.33	0
1941	5	22	6	38.806	15.235	0	5.33	0.46	1
1941	9	8	16	41.988	13.068	0	4.35	0.37	1
1941	11	3	20	43.112	12.389	0	3.93	0.46	0
1941	12	19	0	42.758	13.283	0	5.02	0.29	1
1942	4	12	0	46.25	13.83	0	4.63	0.46	1
1942	6	20	14	45.917	10.882	0	4.16	0.46	1
1942	11	15	16	37.614	15.026	0	3.47	0.33	0
1943	1	16	0	42.795	13.267	0	5.04	0.27	1
1943	1	28	3	37.6	15.1	0	2.63	0.29	0
1943	1	29	0	42.718	13.292	0	4.94	0.20	1
1943	1	30	21	44.417	6.783	0	4.13	0.31	1
1943	3	25	0	43.048	13.464	0	4.85	0.45	1
1943	4	19	0	43.088	12.47	0	4.16	0.46	1
1943	5	22	19	45.139	7.148	0	3.70	0.46	0
1943	7	24	1	45.986	11.883	0	5.07	0.13	1
1943	7	31	4	43.714	13.223	0	4.16	0.46	1
1943	10	3	8	42.94	13.626	0	5.67	0.08	1
1943	10	16	12	44.39	7.684	0	3.23	0.46	0
1943	10	16	19	44.56	8.099	0	3.93	0.46	1
1944	2	11	6	46.5	13.75	0	4.63	0.46	1
1945	6	14	5	44.817	9.146	0	4.78	0.19	1
1945	6	29	15	44.83	9.131	0	5.10	0.16	1
1945	12	15	5	44.831	9.116	0	4.72	0.53	1
1946	1	6	11	46	13.62	0	4.16	0.46	1
1946	1	25	17	46.35	7.4	0	5.80	0.15	1
1946	1	26	3	46.28	7.43	0	4.70	0.15	1
1946	2	4	4	46.3	7.52	0	4.70	0.50	1
1946	2	10	0	47.08	9.8	0	4.16	0.46	1
1946	3	15	7	38.147	15.601	0	4.16	0.46	0
1946	4	29	0	43.267	10.879	0	4.63	0.46	1
1946	5	30	0	46.3	7.52	0	5.00	0.50	1
1946	5	30	3	46.3	7.417	0	5.50	0.15	1
1946	7	16	4	46.3	7.5	0	4.80	0.50	1
1946	12	25	7	45.83	12.47	9	4.13	0.21	1
1947	2	17	0	44.449	6.761	0	4.74	0.08	1
1947	3	25	22	46.57	13.85	0	4.16	0.46	1
1947	5	11	6	38.652	16.518	0	5.70	0.08	1
1947	6	29	20	39.119	16.31	0	4.16	0.46	1
1947	7	4	20	41.049	15.189	0	4.55	0.16	1
1947	10	17	0	38.185	15.555	0	3.70	0.46	0
1947	12	24	0	43.095	11.625	0	4.46	0.35	1
1947	12	25	20	45.539	10.22	0	3.70	0.46	0
1948	1	10	0	43.1	13.358	0	3.93	0.46	0
1948	3	4	4	46.03	14.22	0	4.16	0.46	1
1948	6	13	6	43.598	12.127	0	5.04	0.09	1
1948	7	19	18	45.794	10.787	0	4.87	0.17	1
1948	8	2	19	38.905	16.594	0	3.70	0.46	0
1948	8	18	21	41.575	15.748	0	5.55	0.10	1
1948	8	21	8	41.6	15.8	0	5.40	0.14	1
1948	8	22	23	41.5	15.9	0	5.37	0.14	1
1948	10	12	11	46.353	13.137	0	4.16	0.46	1
1948	10	16	12	38.806	15.235	0	4.16	0.46	0
1948	11	3	11	42.861	11.563	0	4.82	0.40	1
1948	11	13	9	41.082	8.969	0	4.72	0.16	1
1948	12	17	21	42.585	12.844	0	4.40	0.46	1
1948	12	31	3	42.507	12.853	0	5.42	0.13	1
1949	1	4	20	42.511	12.848	0	4.65	0.49	1
1949	1	6	19	46.12	14.83	0	4.63	0.46	1
1949	1	14	16	42.527	12.832	0	4.16	0.46	1
1949	1	20	6	44.816	14.865	0	4.63	0.46	1
1949	2	17	4	44.364	6.724	0	4.36	0.26	1
1949	3	9	4	43.987	11.489	0	4.42	0.36	1
1949	3	22	18	44.444	6.372	0	4.65	0.28	1
1949	3	28	21	42.874	12.899	0	3.70	0.46	0
1949	6	3	8	42.515	12.856	0	4.16	0.46	1
1949	6	4	22	42.216	12.424	0	4.16	0.46	1
1949	6	9	6	45.87	14.17	0	4.16	0.46	1
1949	6	30	6	44.8	14.88	0	5.10	0.46	1
1949	7	22	12	46.067	7.867	0	3.90	0.50	1
1949	8	19	8	46.1	14.25	0	4.16	0.46	1
1949	8	19	11	46.1	14.25	0	4.16	0.46	1
1949	10	8	3	36.915	14.686	0	5.10	0.13	1
1949	10	27	19	42.532	12.805	0	4.98	0.61	1
1949	12	6	3	43.7	13.4	0	4.38	0.22	1
1949	12	7	1	45.88	13.93	0	4.38	0.22	1
1949	12	8	18	46.2	14.8	0	4.16	0.46	1
1950	1	1	10	41.159	14.948	0	4.16	0.46	1
1950	2	20	1	46.398	13.019	0	4.20	0.19	1
1950	3	7	4	42.633	13.3	0	4.74	0.23	1
1950	3	12	18	42.694	13.248	0	4.16	0.46	1
1950	4	1	0	43.392	10.463	0	4.99	0.13	1
1950	4	7	4	43.533	10.333	0	4.71	0.23	1
1950	4	8	8	37.707	15.164	0	3.75	0.34	0
1950	4	10	3	38.147	15.601	0	3.93	0.46	1
1950	4	19	0	41.183	14.193	0	3.70	0.46	0
1950	4	25	19	45.83	14.18	0	4.16	0.46	1
1950	5	6	3	44.731	10.671	0	4.41	0.20	1
1950	7	18	23	38.146	15.434	0	4.71	0.33	1
1950	9	3	22	42.878	13.579	0	4.40	0.46	1
1950	9	5	4	42.547	13.457	0	5.69	0.08	1
1950	12	9	14	38.131	15.505	0	4.40	0.46	1
1951	1	12	14	44.89	14.79	0	4.16	0.46	1
1951	1	16	1	41.808	15.9	0	5.22	0.11	1
1951	5	15	22	45.226	9.62	0	5.17	0.08	1
1951	5	16	2	46.32	8.6	0	4.30	0.50	1
1951	5	25	20	43.337	14.811	0	4.55	0.45	0
1951	6	7	4	47.31	10.97	0	4.63	0.46	1
1951	6	10	15	46.4	14.3	0	4.32	0.22	1
1951	8	2	12	42.7	13.2	0	4.44	0.22	1
1951	8	8	19	42.466	13.461	0	5.25	0.08	1
1951	8	12	21	44.028	10.384	0	4.59	0.16	1
1951	9	1	0	43.029	13.288	0	5.25	0.10	1
1951	10	29	22	44.458	10.989	0	4.40	0.20	1
1951	11	18	4	46.86	10.92	0	4.16	0.46	1
1952	1	18	1	45.995	12.542	0	4.44	0.12	1
1952	2	23	21	45.8	14.27	0	4.61	0.18	1
1952	3	1	12	37.686	15.124	0	3.47	0.33	0
1952	3	2	14	37.683	15.123	0	3.47	0.33	0
1952	3	19	8	37.66	15.147	0	4.03	0.36	1
1952	7	4	20	43.98	11.883	0	4.94	0.12	1
1952	7	4	21	43.967	11.867	0	4.76	0.16	1
1952	8	22	2	45.105	8.846	0	4.11	0.33	1
1952	9	17	0	47.39	11.85	0	4.16	0.46	1
1952	12	2	6	44.004	12.079	0	4.42	0.21	1
1953	2	25	0	38.676	16.065	0	4.88	0.20	1
1953	5	4	6	47.28	11.51	0	4.16	0.46	1
1953	6	10	22	47.27	11.39	0	4.16	0.46	1
1953	7	19	18	41.52	15.904	0	4.55	0.16	1
1953	7	25	1	46.501	13.072	0	4.40	0.20	1
1953	8	22	5	44.787	10.795	0	4.73	0.65	1
1953	10	25	21	46.75	13.18	0	4.16	0.46	1
1953	12	14	7	44.064	12.061	0	4.70	0.12	1
1954	3	23	17	42.569	12.727	0	4.16	0.46	1
1954	4	25	22	46.401	12.619	0	4.54	0.17	1
1954	5	19	9	46.28	7.31	0	5.30	0.35	1
1954	6	14	5	46.306	7.339	0	4.16	0.46	1
1954	7	16	0	44.648	9.585	0	3.70	0.46	0
1954	7	29	4	46.3	7.5	0	5.00	0.50	1
1954	8	6	19	40.764	15.8	0	5.18	0.14	1
1954	10	11	16	46.211	13.119	0	4.76	0.11	1
1954	10	24	12	47.27	11.24	0	4.16	0.46	1
1954	10	26	2	41.62	15.866	0	4.72	0.15	1
1954	11	20	5	37.924	13.093	0	4.24	0.22	1
1955	2	1	4	37.618	15.061	0	2.91	0.30	0
1955	2	2	5	37.63	15.066	0	2.91	0.30	0
1955	2	2	18	47.21	10.76	0	4.16	0.46	1
1955	2	9	10	41.721	15.865	0	5.05	0.12	1
1955	3	12	6	44.798	10.173	0	4.15	0.42	1
1955	3	18	6	41.7	15.883	0	5.22	0.14	1
1955	4	11	15	44.136	9.89	0	4.07	0.28	1
1955	5	7	2	45.106	7.315	0	4.16	0.46	1
1955	5	12	14	44.53	7.154	0	4.66	0.15	1
1955	5	22	4	47.266	11.393	0	5.05	0.12	1
1955	6	20	4	44.525	7.144	0	4.77	0.14	1
1955	7	3	23	40.093	15.595	0	4.19	0.30	1
1955	7	12	4	41.706	15.959	0	4.16	0.46	1
1955	7	23	3	46.187	12.711	0	4.49	0.13	1
1955	7	23	19	46.32	12.96	9	4.44	0.22	1
1955	7	23	21	39.58	16.417	0	4.64	0.64	1
1955	12	13	17	44.186	10.088	0	4.53	0.19	1
1956	1	9	0	40.57	16.366	0	4.72	0.17	1
1956	1	31	2	45.58	14.28	18	5.03	0.16	1
1956	1	31	3	45.55	14.28	0	4.16	0.46	1
1956	1	31	3	45.55	14.28	0	4.16	0.46	1
1956	2	3	13	45.55	14.28	0	4.99	0.17	1
1956	2	7	1	45.709	6.4	0	3.70	0.46	0
1956	2	20	1	44.621	11.982	0	4.96	0.14	1
1956	2	20	1	45.273	11.886	0	4.49	0.21	1
1956	2	22	22	43.298	11.28	0	4.03	0.29	1
1956	3	8	11	45.55	14.28	0	4.97	0.19	1
1956	3	20	0	43.877	7.966	0	3.93	0.46	1
1956	4	26	3	44.209	11.33	0	4.74	0.12	1
1956	5	10	12	46.404	12.928	0	3.93	0.46	1
1956	5	26	18	43.939	11.897	0	4.99	0.09	1
1956	5	29	16	43.95	11.817	0	4.59	0.23	1
1956	6	1	8	44.72	7.291	0	4.30	0.20	1
1956	6	3	1	44.003	11.876	0	4.51	0.11	1
1956	8	17	10	41.709	15.683	0	4.40	0.46	1
1956	9	22	3	41.584	15.721	0	4.64	0.14	1
1956	10	7	19	42.444	13.292	0	4.46	0.50	1
1956	11	5	19	46.506	13.039	0	5.04	0.14	1
1956	11	25	2	41.572	14.399	0	4.07	0.27	1
1957	3	3	9	37.692	15.104	0	3.47	0.33	0
1957	3	8	4	43.793	7.785	0	3.81	0.22	0
1957	3	12	16	42.7	13.008	0	4.16	0.14	1
1957	4	11	16	42.256	13.079	0	4.94	0.17	1
1957	4	17	2	43.937	11.942	0	4.68	0.16	1
1957	4	17	8	43.9	11.833	0	4.72	0.23	1
1957	4	30	6	43.733	12.013	0	4.23	0.20	1
1957	5	3	3	40.797	15.7	0	4.09	0.23	1
1957	5	20	19	38.505	14.191	15	5.19	0.13	0
1957	5	21	11	38.726	14.17	15	5.30	0.14	0
1957	6	23	2	45.52	14.35	0	4.16	0.46	1
1957	7	19	9	42.733	12.727	0	4.58	0.20	1
1957	8	2	22	46.5	13.75	0	4.16	0.46	1
1957	8	27	11	44.395	10.995	0	4.73	0.13	1
1957	9	1	17	45.5	14.28	0	4.16	0.46	1
1957	10	19	6	40.577	15.646	0	3.70	0.46	0
1957	10	25	23	44.386	10.218	0	4.27	0.16	1
1957	11	11	21	43.483	13.581	0	4.50	0.14	1
1957	12	6	4	42.707	12.029	0	4.97	0.16	1
1958	1	9	11	45.684	10.802	0	4.16	0.46	1
1958	1	15	15	46.63	13.69	0	4.40	0.46	1
1958	3	19	16	46.5	14.75	0	4.86	0.46	1
1958	5	4	10	44.322	7.428	0	4.62	0.16	1
1958	5	8	0	42.729	12.981	0	4.25	0.60	1
1958	5	30	6	42.896	11.769	0	4.05	0.35	1
1958	6	24	6	42.317	13.498	0	5.04	0.07	1
1958	7	13	20	39.005	16.61	0	4.56	0.27	1
1958	9	30	8	47.23	10.59	0	4.86	0.46	1
1958	10	13	13	43.909	7.866	0	3.70	0.46	0
1958	10	27	10	38.992	16.488	0	4.59	0.21	1
1959	1	1	23	42.699	13.674	0	4.33	0.30	1
1959	1	26	5	44.422	9.624	0	4.27	0.42	1
1959	3	11	0	43.959	12.064	0	4.31	0.49	1
1959	3	24	10	43.698	11.297	0	4.85	0.27	1
1959	4	5	10	44.522	6.764	0	5.39	0.07	1
1959	4	26	14	46.484	13.021	0	5.21	0.07	1
1959	5	2	6	46.38	14.5	0	4.40	0.46	1
1959	6	13	21	46.44	12.8	12	5.26	0.13	1
1959	7	17	13	44.534	6.742	0	4.38	0.29	1
1959	8	10	14	45.483	6.5	0	3.96	0.35	1
1959	11	4	5	44.483	7.276	0	4.28	0.40	1
1959	11	14	20	37.692	15.104	0	3.47	0.33	0
1959	12	13	22	43.812	7.362	0	4.16	0.43	1
1959	12	21	22	43.869	7.525	0	4.13	0.25	1
1959	12	23	9	37.357	14.908	0	5.11	0.15	1
1960	1	6	15	46.514	12.692	0	4.64	0.12	1
1960	1	11	11	41.283	13.986	0	5.16	0.40	1
1960	1	28	14	44.55	6.739	0	4.09	0.34	1
1960	2	6	12	42.98	12.652	0	4.18	0.47	1
1960	2	17	15	45.58	14.32	0	4.63	0.46	1
1960	2	19	2	45.806	10.625	0	4.81	0.19	1
1960	2	24	1	43.211	12.995	0	4.32	0.33	1
1960	3	14	4	42.037	13.267	0	4.72	0.27	1
1960	3	16	1	42.613	13.322	0	4.44	0.16	1
1960	3	23	23	46.37	8.02	0	5.00	0.20	1
1960	4	15	2	43.708	12.297	0	4.45	0.35	1
1960	4	16	1	38.797	15.214	0	4.63	0.46	1
1960	4	23	11	42.715	12.531	0	4.66	0.43	1
1960	4	30	0	44.02	11.852	0	4.28	0.34	1
1960	7	12	14	42.726	12.498	0	4.93	0.15	1
1960	7	14	4	46.41	13.011	0	4.40	0.20	1
1960	7	18	4	42.578	12.564	0	4.53	0.17	1
1960	7	20	23	42.535	12.571	0	4.67	0.14	1
1960	7	25	6	37.691	15.101	0	3.47	0.33	0
1960	10	29	0	43.999	11.385	0	4.91	0.11	1
1960	12	6	1	44.645	6.639	0	3.93	0.34	1
1960	12	8	5	43.753	12.566	0	4.16	0.46	1
1961	1	17	1	46.033	7.467	0	4.30	0.50	1
1961	3	15	1	46.626	10.703	0	4.24	0.35	1
1961	3	23	1	43.362	12.544	0	4.96	0.38	1
1961	3	24	10	38.174	15.654	0	4.62	0.21	1
1961	4	6	11	41.986	13.378	0	4.55	0.50	1
1961	4	10	6	42.02	13.037	0	4.55	0.34	1
1961	4	12	0	42.026	13.049	0	4.62	0.17	1
1961	5	8	22	44.134	11.962	0	4.37	0.13	1
1961	8	3	10	44.18	10.199	0	4.18	0.32	1
1961	8	9	13	46.81	10.35	0	4.90	0.50	1
1961	8	13	22	44.739	10.229	0	4.37	0.25	1
1961	8	14	1	44.812	10.153	0	4.47	0.39	1
1961	8	25	12	47.38	10.56	0	4.40	0.46	1
1961	10	31	13	42.407	13.064	0	5.09	0.11	1
1961	11	23	1	45.76	9.589	0	4.86	0.11	1
1962	1	19	5	41.679	15.717	0	4.42	0.22	1
1962	1	23	17	43.921	12.806	0	4.35	0.19	1
1962	5	11	1	44.168	11.176	0	4.69	0.13	1
1962	6	25	16	42.833	13.05	0	4.07	0.25	1
1962	8	21	18	41.248	15.069	20	5.68	0.14	1
1962	8	21	18	41.23	14.953	0	6.15	0.08	1
1962	8	21	18	41.158	15.065	20	5.34	0.16	1
1962	8	30	6	43.877	12.144	0	4.76	0.16	1
1962	8	30	12	42.734	12.989	0	5.02	0.24	1
1962	9	16	14	43.545	11.35	0	4.54	0.16	1
1962	10	5	23	43.159	13.197	0	4.35	0.40	1
1962	10	20	9	42.751	12.706	0	5.34	0.65	1
1962	12	14	13	41.689	13.743	0	4.40	0.46	1
1963	1	8	13	44.358	10.299	0	4.16	0.46	1
1963	1	14	20	46.44	13.571	0	4.63	0.46	1
1963	1	25	5	43.036	13.181	0	4.31	0.28	1
1963	2	2	19	42.397	13.038	0	4.64	0.46	1
1963	2	3	10	43.442	12.436	0	3.70	0.46	0
1963	2	4	15	40.786	15.218	0	4.40	0.46	1
1963	2	13	12	40.658	15.782	0	5.19	0.14	1
1963	3	4	22	45.419	11.121	0	4.41	0.57	1
1963	4	5	13	44.826	11.265	0	3.93	0.46	1
1963	5	19	10	46.1	14.8	0	5.10	0.46	1
1963	5	19	22	42.786	13.035	0	4.74	0.45	1
1963	6	13	8	38.566	14.825	0	4.67	0.16	1
1963	6	27	0	44.892	6.596	0	3.89	0.37	1
1963	7	19	5	43.34	8.12	0	5.95	0.15	1
1963	7	21	11	42.622	13.323	0	4.71	0.16	1
1963	7	27	5	43.56	8.13	14	4.98	0.24	1
1963	8	9	6	44.416	11.977	0	5.23	0.12	1
1963	9	2	0	42.383	12.259	0	4.47	0.29	1
1963	9	30	22	37.5	15.8	0	5.05	0.24	0
1963	10	5	11	44.32	10.296	0	3.70	0.46	0
1963	11	4	15	44.681	10.873	0	4.16	0.46	1
1963	11	12	8	39.565	16.268	0	4.31	0.36	1
1963	11	15	5	46.06	14.78	0	4.63	0.46	1
1964	2	18	6	41.146	15.049	0	4.44	0.28	1
1964	3	18	16	45.59	14.3	13	4.36	0.25	1
1964	5	2	11	36.976	14.957	0	4.20	0.34	1
1964	5	21	7	43.335	12.905	0	3.70	0.46	0
1964	5	28	20	46.683	9.033	0	4.30	0.50	1
1964	6	4	0	40.348	15.678	0	4.59	0.28	1
1964	6	23	6	43.5	14.5	0	4.68	0.48	0
1964	8	2	10	42.835	13.036	0	4.53	0.21	1
1964	9	5	21	44.138	11.233	0	4.35	0.20	1
1964	10	4	1	39.12	15.45	242	4.26	0.25	0
1965	1	4	12	46.384	12.883	0	3.70	0.46	0
1965	3	13	20	44.06	7.133	0	4.18	0.30	1
1965	4	12	13	39.1	14.1	53	4.36	0.44	0
1965	5	10	5	44.297	10.201	0	4.29	0.24	1
1965	5	29	13	42.894	12.752	0	4.32	0.32	1
1965	5	31	9	42.929	12.693	0	4.48	0.32	1
1965	5	31	11	42.7	13	0	4.57	0.47	1
1965	7	8	23	47.33	11.3	3	4.26	0.27	1
1965	7	23	23	44.377	9.882	0	4.16	0.46	1
1965	8	4	11	43.695	12.112	0	4.48	0.15	1
1965	8	19	19	46.278	12.999	0	4.83	0.22	1
1965	10	1	18	39.393	16.217	0	3.93	0.46	1
1965	10	24	12	46.3	7.4	0	4.40	0.50	1
1965	11	9	15	44.373	10.355	0	4.17	0.20	1
1965	11	12	7	42.1	13.5	0	4.39	0.27	1
1965	12	18	9	44.27	12.021	0	4.54	0.20	1
1966	1	23	1	45.947	12.323	0	4.02	0.29	1
1966	4	7	19	44.243	7.408	0	4.51	0.11	1
1966	6	19	4	46.1	14.2	0	4.07	0.41	1
1966	7	6	4	40.956	16.194	0	4.26	0.17	1
1966	10	4	4	40.65	15.731	0	4.16	0.46	1
1966	10	16	9	41.66	13.572	0	4.18	0.25	1
1966	10	20	9	44.13	12.27	48	4.36	0.25	1
1967	1	5	16	46.116	6.495	0	3.89	0.31	1
1967	2	14	14	38.45	15.06	258	4.26	0.25	1
1967	4	3	16	44.73	10.602	0	4.44	0.18	1
1967	4	12	18	46.3	7.2	0	4.36	0.44	1
1967	5	15	10	44.435	10.4	0	4.07	0.26	1
1967	6	17	15	41.594	15.79	0	4.46	0.22	1
1967	8	14	10	46.95	10.35	0	3.90	0.50	1
1967	8	15	7	38.71	15.28	2	4.57	0.21	1
1967	9	7	14	37.85	15.24	53	4.36	0.25	1
1967	10	1	22	43.922	11.017	0	4.04	0.22	1
1967	10	2	20	41.511	13.715	0	4.45	0.21	1
1967	10	5	22	41.249	14.043	0	4.86	0.46	1
1967	10	8	15	46.5	7.1	0	4.46	0.45	1
1967	10	31	21	37.862	14.413	0	5.33	0.14	1
1967	12	3	19	42.4	13.2	59	4.46	0.29	1
1967	12	3	21	42.312	13.512	0	4.37	0.14	1
1967	12	9	3	42	16.41	66	4.36	0.23	1
1967	12	30	4	44.604	11.997	0	5.05	0.15	1
1968	1	4	10	42.341	12.627	0	4.53	0.20	1
1968	1	11	17	44.279	11.909	0	4.44	0.24	1
1968	1	14	12	37.85	13.02	20	5.10	0.23	1
1968	1	14	13	37.68	12.96	1	4.90	0.24	1
1968	1	14	15	37.9	13.03	38	4.83	0.17	1
1968	1	15	1	37.756	12.995	0	5.37	0.18	1
1968	1	15	2	37.756	12.981	0	6.41	0.09	1
1968	1	15	3	37.86	13.03	38	4.57	0.22	1
1968	1	15	13	37.78	12.92	16	5.53	0.59	1
1968	1	15	14	37.6	13.1	0	4.79	0.31	1
1968	1	15	18	37.73	13.01	25	4.46	0.45	1
1968	1	15	22	37.72	12.94	35	4.79	0.26	1
1968	1	16	0	37.66	12.88	14	4.79	0.26	1
1968	1	16	13	37.78	12.93	33	4.57	0.35	1
1968	1	16	16	37.86	12.99	25	5.47	0.15	1
1968	1	21	2	37.98	12.9	2	4.36	0.25	1
1968	1	25	9	37.71	13.06	4	5.37	0.15	1
1968	1	25	10	37.9	12.9	33	4.26	0.27	1
1968	1	25	14	37.78	12.94	23	4.46	0.24	1
1968	1	26	8	37.69	12.83	25	4.79	0.22	1
1968	1	29	3	43.619	13.513	0	4.16	0.46	1
1968	2	5	11	37.99	12.8	33	4.36	0.23	1
1968	2	12	10	37.96	17.87	10	5.40	0.21	0
1968	2	12	16	37.86	12.98	27	4.66	0.19	1
1968	3	4	23	37.7	12.9	0	4.46	0.45	1
1968	3	22	19	40.086	15.871	0	4.21	0.31	1
1968	4	18	19	44.051	8.037	0	4.93	0.14	1
1968	4	21	21	39.82	14.88	320	4.26	0.20	0
1968	5	19	9	38.52	14.82	39	4.90	0.21	1
1968	6	16	13	37.78	14.65	23	5.15	0.40	1
1968	6	18	5	45.684	7.768	0	4.86	0.13	1
1968	6	22	12	45.879	10.996	0	4.74	0.16	1
1968	6	22	12	45.84	11.21	19	4.07	0.26	1
1968	6	26	3	43.298	11.28	0	4.19	0.57	1
1968	6	27	15	46.317	6.761	0	4.60	0.30	1
1968	7	17	19	38.625	16.129	0	4.30	0.27	1
1968	8	16	21	46.3	14.1	0	4.63	0.46	1
1968	8	19	0	46.327	6.723	0	4.70	0.30	1
1968	9	1	5	37.686	12.887	0	4.61	0.35	1
1968	9	7	16	44.201	8.361	0	4.39	0.41	1
1968	9	17	12	45.36	12.77	18	4.16	0.42	0
1968	10	1	16	40.19	15.39	295	4.36	0.21	1
1968	11	21	22	46.283	6.717	0	4.32	0.34	1
1969	1	6	22	44.049	10.727	0	4.67	0.13	1
1969	1	10	16	44.39	11.983	0	4.38	0.20	1
1969	2	15	8	44.057	11.367	0	4.56	0.20	1
1969	3	29	1	40.04	15.1	310	4.68	0.19	1
1969	4	2	1	38.98	15.24	263	4.79	0.18	0
1969	4	17	9	41.55	13.789	0	4.59	0.19	1
1969	5	21	9	40.294	15.004	0	4.19	0.24	1
1969	6	24	13	44.731	10.139	0	4.21	0.28	1
1969	7	2	7	42.168	12.002	0	4.77	0.12	1
1969	7	2	8	42	11.8	33	4.46	0.45	1
1969	7	2	10	39.51	16.64	17	4.57	0.47	1
1969	8	9	9	43.76	11.962	0	4.20	0.18	1
1969	8	11	13	43.036	12.227	0	4.70	0.15	1
1969	9	26	23	42.707	13.567	0	4.39	0.11	1
1969	10	9	3	45.089	7.381	0	4.25	0.18	1
1969	10	23	2	38.61	15.27	244	4.26	0.27	1
1969	11	5	10	37.637	15.176	0	2.91	0.30	0
1969	11	14	6	40.571	15.559	0	4.62	0.22	1
1969	12	30	4	37.53	13.03	0	4.46	0.45	1
1970	1	21	18	41.835	15.861	0	4.34	0.39	1
1970	1	29	11	38.75	14.83	284	4.68	0.21	1
1970	2	9	7	44.002	11.901	0	4.50	0.23	1
1970	4	2	21	38.29	14.28	226	4.68	0.30	1
1970	4	19	18	45.605	10.527	0	4.55	0.16	1
1970	5	3	4	44.707	10.299	0	4.08	0.32	1
1970	5	25	12	42.549	12.702	0	4.35	0.63	1
1970	5	26	12	42.554	12.684	0	4.37	0.28	1
1970	6	5	9	39.18	15.54	267	4.36	0.22	0
1970	6	18	9	40.95	7.42	0	4.79	0.28	0
1970	6	28	13	35.8	11.6	37	5.02	0.39	0
1970	6	29	14	38.968	16.582	0	3.80	0.27	0
1970	7	21	11	46.637	7.636	0	3.80	0.50	0
1970	8	8	4	44.6	12.5	48	4.57	0.35	0
1970	8	16	10	37.88	16.46	53	4.36	0.33	0
1970	8	19	12	43.252	10.788	0	4.68	0.14	1
1970	9	7	14	43.034	13.023	0	4.35	0.14	1
1970	9	26	16	44.128	12.291	0	3.93	0.21	1
1970	9	27	19	41.363	13.986	0	4.60	0.24	1
1970	11	2	8	44.853	11.167	0	3.93	0.46	1
1970	12	1	1	36.98	9.8	57	5.02	0.21	0
1970	12	9	15	40.2	18.9	0	4.36	0.44	0
1970	12	12	7	36.94	9.98	15	4.57	0.25	0
1970	12	31	22	44.138	8.137	0	4.62	0.13	1
1971	1	6	11	45.05	9.238	0	3.85	0.34	1
1971	2	1	7	38.694	14.039	33	4.36	0.28	0
