Rieti_1	67.4	27.0	0.7	0.7	1.9	1.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rieti_2	45.9	36.0	2.4	4.2	5.7	3.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rieti_3	11.6	9.9	14.9	22.3	19.0	10.7	10.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SanSebastiano_1	4.7	7.3	7.9	8.9	13.6	25.1	31.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scanno_1	29.7	15.4	14.3	16.5	17.6	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scanno_2	42.3	28.1	8.2	9.6	9.6	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scanno_3	54.0	15.3	7.2	6.5	4.6	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.2
Scurcola_1	51.6	29.3	14.2	1.3	0.6	1.3	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scurcola_2	33.0	25.7	7.0	1.3	1.8	1.9	1.7	0.0	0.0	0.0	0.0	0.0	0.0	27.4
Scurcola_3	39.0	17.4	11.1	3.1	4.7	4.2	4.0	0.0	0.0	0.0	0.0	0.0	0.0	16.3
Scurcola_4	4.4	14.7	12.7	14.3	20.3	18.7	14.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SellaDiCorno_1	33.7	35.9	29.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SellaDiCorno_2	53.2	33.7	12.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SellaDiCorno_3	27.2	40.3	28.3	0.0	0.5	1.6	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulmona_1	42.7	20.8	8.4	5.3	4.6	2.4	1.7	0.0	0.0	0.0	0.0	0.0	0.0	14.0
Sulmona_2	27.0	17.2	9.0	5.8	3.8	3.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	32.8
Sulmona_3	9.2	24.7	29.4	15.7	10.2	8.4	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trasacco_1	48.0	35.3	16.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trasacco_2	38.2	22.5	4.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.4
Trasacco_3	40.1	10.6	4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.2
TreMonti_1	24.2	31.9	2.8	3.4	6.3	13.4	17.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ValleDelSalto_1	41.7	20.4	11.3	3.9	4.0	2.3	1.9	0.0	0.0	0.0	0.0	0.0	0.0	14.3
ValleDelSalto_2	25.1	19.3	5.7	1.9	2.2	1.4	1.1	0.0	0.0	0.0	0.0	0.0	0.0	43.1
ValleDelSalto_3	43.2	26.0	14.0	3.4	4.9	4.2	4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ventrino_1	50.5	4.5	0.9	3.6	9.9	16.2	13.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
